"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"NUETBUS","195513","0","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","195613","0","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","195713","0.000112","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","195813","0.001915","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","195913","0.002187","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","196013","0.006026","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","196113","0.019678","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","196213","0.026394","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","196313","0.038147","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","196413","0.039819","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","196513","0.043164","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","196613","0.064158","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","196713","0.088456","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","196813","0.141534","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","196913","0.153722","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197013","0.239347","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197113","0.412939","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197213","0.583752","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197301","0.068103","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197302","0.064634","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197303","0.072494","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197304","0.06407","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197305","0.062111","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197306","0.073968","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197307","0.07589","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197308","0.084883","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197309","0.085724","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197310","0.081971","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197311","0.088773","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197312","0.087557","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197313","0.910177","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197401","0.084855","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197402","0.090577","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197403","0.097966","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197404","0.079566","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197405","0.073242","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197406","0.079015","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197407","0.113953","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197408","0.137654","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197409","0.12288","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197410","0.121248","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197411","0.122819","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197412","0.148309","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197413","1.272083","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197501","0.153503","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197502","0.140232","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197503","0.163893","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197504","0.146773","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197505","0.15158","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197506","0.140348","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197507","0.169294","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197508","0.174883","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197509","0.158543","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197510","0.161078","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197511","0.155988","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197512","0.183682","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197513","1.899798","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197601","0.177844","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197602","0.158824","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197603","0.15458","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197604","0.121316","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197605","0.131784","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197606","0.174072","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197607","0.195628","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197608","0.202851","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197609","0.191006","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197610","0.191723","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197611","0.178235","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197612","0.233256","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197613","2.111121","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197701","0.238556","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197702","0.211078","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197703","0.222619","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197704","0.213943","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197705","0.221834","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197706","0.23172","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197707","0.235032","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197708","0.244991","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197709","0.211395","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197710","0.205053","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197711","0.209548","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197712","0.255994","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197713","2.701762","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197801","0.282638","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197802","0.238869","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197803","0.245611","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197804","0.192342","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197805","0.223373","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197806","0.242728","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197807","0.273603","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197808","0.280082","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197809","0.242769","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197810","0.251605","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197811","0.272438","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197812","0.278067","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197813","3.024126","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197901","0.302351","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197902","0.281883","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197903","0.264739","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197904","0.200369","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197905","0.163455","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197906","0.174776","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197907","0.226552","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197908","0.263316","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197909","0.237204","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197910","0.227745","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197911","0.209477","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197912","0.223959","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","197913","2.775827","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198001","0.215389","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198002","0.210277","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198003","0.218584","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198004","0.205","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198005","0.200541","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198006","0.199859","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198007","0.229329","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198008","0.265424","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198009","0.257127","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198010","0.267351","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198011","0.228892","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198012","0.241396","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198013","2.739169","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198101","0.26228","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198102","0.238196","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198103","0.242709","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198104","0.227726","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198105","0.217546","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198106","0.233457","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198107","0.254569","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198108","0.297219","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198109","0.269115","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198110","0.226731","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198111","0.251301","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198112","0.286743","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198113","3.007589","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198201","0.284331","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198202","0.223538","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198203","0.251971","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198204","0.241222","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198205","0.239606","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198206","0.26604","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198207","0.281997","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198208","0.276671","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198209","0.281149","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198210","0.257422","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198211","0.257281","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198212","0.269921","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198213","3.131148","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198301","0.273422","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198302","0.242067","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198303","0.260523","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198304","0.243561","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198305","0.240465","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198306","0.263376","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198307","0.279191","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198308","0.285725","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198309","0.272705","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198310","0.281314","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198311","0.272735","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198312","0.287465","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198313","3.202549","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198401","0.317844","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198402","0.308326","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198403","0.296499","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198404","0.262738","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198405","0.280471","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198406","0.274321","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198407","0.306687","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198408","0.319793","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198409","0.316027","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198410","0.268621","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198411","0.266462","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198412","0.334742","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198413","3.552531","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198501","0.384371","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198502","0.32729","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198503","0.32972","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198504","0.28104","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198505","0.304823","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198506","0.32755","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198507","0.373727","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198508","0.369775","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198509","0.366541","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198510","0.331461","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198511","0.320428","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198512","0.358837","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198513","4.075563","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198601","0.383159","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198602","0.346156","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198603","0.325549","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198604","0.322413","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198605","0.337725","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198606","0.331481","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198607","0.379718","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198608","0.396534","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198609","0.387113","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198610","0.383103","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198611","0.369674","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198612","0.417484","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198613","4.380109","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198701","0.417417","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198702","0.382159","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198703","0.389382","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198704","0.349992","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198705","0.358374","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198706","0.38176","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198707","0.41826","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198708","0.431801","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198709","0.414191","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198710","0.381045","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198711","0.390924","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198712","0.438627","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198713","4.753933","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198801","0.473469","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198802","0.447892","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198803","0.465555","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198804","0.424786","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198805","0.430975","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198806","0.467326","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198807","0.528281","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198808","0.519872","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198809","0.49056","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198810","0.451551","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198811","0.419662","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198812","0.467038","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198813","5.586968","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198901","0.490288","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198902","0.409824","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198903","0.419471","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198904","0.354476","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198905","0.405739","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198906","0.454815","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198907","0.553819","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198908","0.581511","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198909","0.474507","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198910","0.460972","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198911","0.459296","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198912","0.537442","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","198913","5.602161","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199001","0.583273","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199002","0.528705","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199003","0.487694","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199004","0.407576","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199005","0.454445","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199006","0.490288","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199007","0.567668","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199008","0.590033","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199009","0.513067","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199010","0.459207","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199011","0.476554","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199012","0.545839","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199013","6.10435","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199101","0.570005","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199102","0.501792","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199103","0.514987","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199104","0.43646","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199105","0.490175","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199106","0.568322","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199107","0.636742","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199108","0.613027","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199109","0.543843","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199110","0.49959","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199111","0.485359","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199112","0.561832","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199113","6.422132","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199201","0.605734","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199202","0.552907","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199203","0.479942","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199204","0.442584","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199205","0.477764","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199206","0.535959","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199207","0.586886","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199208","0.614183","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199209","0.533178","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199210","0.510817","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199211","0.531147","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199212","0.608106","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199213","6.479206","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199301","0.620536","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199302","0.539056","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199303","0.489546","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199304","0.453758","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199305","0.529053","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199306","0.552722","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199307","0.593499","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199308","0.590418","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199309","0.525081","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199310","0.466738","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199311","0.492243","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199312","0.557848","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199313","6.410499","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199401","0.594162","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199402","0.520733","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199403","0.511829","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199404","0.451444","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199405","0.507184","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199406","0.540902","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199407","0.61795","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199408","0.628207","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199409","0.581426","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199410","0.529943","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199411","0.577783","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199412","0.632314","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199413","6.693877","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199501","0.665531","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199502","0.544873","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199503","0.545102","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199504","0.518215","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199505","0.571444","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199506","0.592394","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199507","0.651824","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199508","0.64787","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199509","0.585133","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199510","0.570461","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199511","0.553807","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199512","0.628781","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199513","7.075436","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199601","0.661075","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199602","0.587409","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199603","0.582642","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199604","0.528566","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199605","0.584355","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199606","0.603899","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199607","0.640194","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199608","0.645688","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199609","0.573389","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199610","0.531582","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199611","0.54754","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199612","0.600336","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199613","7.086674","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199701","0.618248","2","Nuclear Electric Power Production","Quadrillion Btu"
"NUETBUS","199702","0.531601","2","Nuclear Electric Power Production","Quadrillion Btu"
